iter	Logloss
217	0.6527272241
218	0.6526602828
219	0.6526111459
220	0.6525452153
221	0.6524694885
222	0.6523991262
223	0.6523447802
224	0.6522625225
225	0.6522062327
226	0.6521440729
227	0.6520870834
228	0.6520223968
229	0.6519700722
230	0.651892285
231	0.6518249938
232	0.6517566531
233	0.6516747841
234	0.6516054715
235	0.6515467715
236	0.6514874107
237	0.6514069801
238	0.6513546554
239	0.6512846042
240	0.6512258654
241	0.6511453959
242	0.651056996
243	0.6509926593
244	0.6509289835
245	0.650863947
246	0.6508001156
247	0.6507413379
248	0.6506862532
249	0.6506366109
250	0.6505586683
251	0.6504978302
252	0.6504209371
253	0.650356717
254	0.6503022932
255	0.6502283546
256	0.6501631237
257	0.6500955993
258	0.6500279194
259	0.6499511041
260	0.6498874282
261	0.6498233636
262	0.6497519129
263	0.6496857491
264	0.6496235893
265	0.6495468518
266	0.6494865191
267	0.6494227266
268	0.6493753001
269	0.6493105746
270	0.6492328652
271	0.64916157
272	0.6491123165
273	0.6490313027
274	0.6489661496
275	0.6488994416
276	0.6488293904
277	0.6487889224
278	0.6487228752
279	0.6486442716
280	0.6486011213
281	0.6485439374
282	0.648476413
283	0.6484276648
284	0.6483576136
285	0.6483119365
286	0.6482509818
287	0.6481958194
288	0.648136303
289	0.648074532
290	0.6479943735
291	0.6479235837
292	0.6478699373
293	0.6478014022
294	0.6477380373
295	0.6476816309
296	0.6476065649
297	0.6475448717
298	0.6474743151
299	0.6474199301
300	0.6473431148
301	0.6472932781
302	0.6472196116
303	0.6471494826
304	0.6470893054
305	0.6470114016
306	0.6469491641
307	0.6468868488
308	0.6468278379
309	0.6467614019
310	0.6467117985
311	0.6466275194
312	0.6465764776
313	0.6465152508
314	0.6464646755
315	0.6464040707
316	0.6463355356
317	0.646256621
318	0.6462001369
319	0.646127831
320	0.6460621725
321	0.6459815087
322	0.6459187658
323	0.6458419893
324	0.645771044
325	0.6456983493
326	0.6456227002
327	0.6455750016
328	0.6454978753
329	0.645448544
330	0.645373167
331	0.6453164496
332	0.6452497416
333	0.6451791072
334	0.6451225453
335	0.6450533105
336	0.6449792941
337	0.6449310512
338	0.6448654317
339	0.6448088698
340	0.644747643
341	0.6446640635
342	0.6446255393
343	0.6445880646
344	0.6445301421
345	0.6444723362
346	0.6443910892
347	0.6443411359
348	0.6442764494
349	0.644208614
350	0.6441377464
351	0.6440698332
352	0.6440052632
353	0.6439616076
354	0.6439094773
355	0.6438477063
356	0.6437916109
357	0.6437387032
358	0.6436877003
359	0.6436271343
360	0.6435654022
361	0.6434922022
362	0.6434347462
363	0.6433718478
364	0.6433272591
365	0.6432744291
366	0.6432215603
367	0.6431677585
368	0.6431145397
369	0.6430522245
370	0.6429939521
371	0.6429373125
372	0.6428850656
373	0.6428326632
374	0.6427794834
375	0.6427261869
376	0.6426751063
377	0.6426201382
378	0.6425599611
379	0.6425086472
380	0.6424544955
381	0.642384522
382	0.6423074734
383	0.6422511836
384	0.6421755345
385	0.6421233265
386	0.642048416
387	0.6420059655
388	0.6419444666
389	0.6418873604
390	0.6418213521
391	0.641767628
392	0.6416899963
393	0.6416557871
394	0.6415919557
395	0.6415343831
396	0.6414667809
397	0.6414038048
398	0.6413430445
399	0.641287921
400	0.6412266942
401	0.6411712207
402	0.6411092165
403	0.641061168
404	0.640991039
405	0.6409326112
406	0.6408731726
407	0.6408386912
408	0.6407957353
409	0.6407421278
410	0.6406760029
411	0.6406208405
412	0.6405578255
413	0.640500525
414	0.6404445073
415	0.6403827751
416	0.6403304505
417	0.64026141
418	0.6401985116
419	0.64014712
420	0.6400940568
421	0.6400380003
422	0.6399712145
423	0.639925343
424	0.6398945935
425	0.6398316951
426	0.639758223
427	0.6396988621
428	0.6396517078
429	0.6395883429
430	0.6395235397
431	0.6394646454
432	0.6394131371
433	0.6393493835
434	0.639283725
435	0.6392347825
436	0.639176549
437	0.6391239134
438	0.6390757872
439	0.6390216744
440	0.6389665897
441	0.6388909406
442	0.6388360114
443	0.6387761841
444	0.6387074546
445	0.6386552855
446	0.6385899769
447	0.6385334927
448	0.6384679509
449	0.6384276384
450	0.6383704545
451	0.6383264879
452	0.6382637061
453	0.6382021294
454	0.6381519818
455	0.6380907939
456	0.6380258351
457	0.6379828792
458	0.6379337811
459	0.6378835557
460	0.6378088785
461	0.6377536772
462	0.6376971153
463	0.6376566084
464	0.6376065774
465	0.6375373814
466	0.637465231
467	0.637411468
468	0.637361748
469	0.6372933683
470	0.6372378172
471	0.6371622069
472	0.6371266371
473	0.6370793272
474	0.6370148739
475	0.6369660091
476	0.6368851508
477	0.6368293664
478	0.636759665
479	0.636704697
480	0.6366388053
481	0.6365890853
482	0.6365405314
483	0.6364777886
484	0.6364225484
485	0.6363652867
486	0.6363132731
487	0.6362482367
488	0.6361884871
489	0.6361269493
490	0.6360435254
491	0.6359854863
492	0.635909565
493	0.6358417685
494	0.6357826409
495	0.6357252627
496	0.6356572329
497	0.6356005155
498	0.6355248664
499	0.6354738246
500	0.6354212668
501	0.6353741902
502	0.6353149071
503	0.6352504926
504	0.6351867001
505	0.6351472817
506	0.6350859383
507	0.6349988991
508	0.6349446308
509	0.6348854643
510	0.6348179399
511	0.6347747118
512	0.6347041552
513	0.6346584392
514	0.6346079417
515	0.63454516
516	0.6344719988
517	0.6343897022
518	0.6343149861
519	0.6342520099
520	0.6341675364
521	0.6341201877
522	0.6340632759
523	0.6339830785
524	0.6339378679
525	0.6338851546
526	0.6338345015
527	0.6337869973
528	0.633731485
529	0.6336526482
530	0.6336037834
531	0.633547999
532	0.6334848674
533	0.6334339422
534	0.6333596537
535	0.633294384
536	0.6332243328
537	0.6331877911
538	0.6331427748
539	0.6330796432
540	0.6330137904
541	0.6329534188
542	0.6328940969
543	0.6328389733
544	0.6327827613
545	0.632718269
546	0.6326777622
547	0.6326362446
548	0.6325719079
549	0.632502673
550	0.6324454502
551	0.6323859339
552	0.6323249792
553	0.6322683007
554	0.632213838
555	0.63216163
556	0.6321129985
557	0.6320528601
558	0.6319972312
559	0.6319345661
560	0.6318919989
561	0.6318441837
562	0.631783229
563	0.6317436162
564	0.63169273
565	0.6316368678
566	0.6315674774
567	0.6315101381
568	0.6314665213
569	0.6314173455
570	0.6313561575
571	0.6312735111
572	0.6312208755
573	0.6311657131
574	0.6311284327
575	0.6310654955
576	0.631006329
577	0.6309469293
578	0.6308976369
579	0.6308330669
580	0.6307758053
581	0.6307251523
582	0.6306712338
583	0.6306149052
584	0.630580035
585	0.6305061741
586	0.6304350733
587	0.630387919
588	0.6303375381
589	0.6302833086
590	0.6302344438
591	0.6301748497
592	0.6301005223
593	0.6300418224
594	0.6299857658
595	0.6299220511
596	0.6298963942
597	0.6298225721
598	0.6297743293
599	0.6297146964
600	0.6296474441
601	0.6296046048
602	0.6295684518
603	0.6295160883
604	0.629459643
605	0.6294105838
606	0.629350601
607	0.6292864198
608	0.6292221219
609	0.6291568911
610	0.6290861013
611	0.6290078087
612	0.6289543568
613	0.6289068137
614	0.6288436043
615	0.6287851764
616	0.6287334738
617	0.6286801385
618	0.6286207776
619	0.6285786381
620	0.6285195882
621	0.6284652033
622	0.6284283506
623	0.6283934805
624	0.6283453154
625	0.6282776744
626	0.6282265548
627	0.6281700707
628	0.6281010691
629	0.6280529429
630	0.6280049333
631	0.6279391193
632	0.6278914985
633	0.6278355197
634	0.6277681897
635	0.6277101506
636	0.6276662228
637	0.6276280095
638	0.6275774342
639	0.627514186
640	0.6274747287
641	0.6274249698
642	0.627361255
643	0.6273023218
644	0.6272514355
645	0.6271965452
646	0.6271330637
647	0.6270732364
648	0.6270121651
649	0.6269627172
650	0.6268882343
651	0.6268456282
652	0.6267799698
653	0.6267351868
654	0.6266881102
655	0.6266372628
656	0.6266041031
657	0.6265593201
658	0.6265039244
659	0.6264493062
660	0.6263935996
661	0.6263224987
662	0.626270835
663	0.6262154004
664	0.6261698788
665	0.6261074858
666	0.6260448595
667	0.6259924183
668	0.6259428537
669	0.6258901015
670	0.6258424807
671	0.6257900783
672	0.6257317282
673	0.6256915712
674	0.6256464772
675	0.6255943081
676	0.6255435773
677	0.6254696775
678	0.6254152926
679	0.6253726476
680	0.6253028297
681	0.6252478227
682	0.6251985692
683	0.6251415797
684	0.6250996345
685	0.6250346757
686	0.6249832064
687	0.6249286271
688	0.6248812006
689	0.6248249497
690	0.6247749964
691	0.6247271034
692	0.6246862078
693	0.6246420468
694	0.6245991297
695	0.6245553963
696	0.624509447
697	0.6244556063
698	0.6244208528
699	0.6243626582
700	0.6243186138
701	0.6242820332
702	0.6242330907
703	0.6241812714
704	0.6241225326
705	0.6240596731
706	0.6240032278
707	0.6239468991
708	0.6238765758
709	0.6238191587
710	0.6237683502
711	0.6237248889
712	0.6236710481
713	0.6236172852
714	0.6235557474
715	0.6235076212
716	0.6234553355
717	0.623385362
718	0.6233443109
719	0.6232842114
720	0.6232416054
721	0.6231868705
722	0.6231316304
723	0.6230767401
724	0.6230206447
725	0.6229851526
726	0.6229360934
727	0.6228992407
728	0.6228434174
729	0.6227730163
730	0.6227151327
731	0.6226594649
732	0.6226177141
733	0.622566439
734	0.6225027243
735	0.622456775
736	0.6223961702
737	0.6223338938
738	0.6222733279
739	0.6222195261
740	0.6221685232
741	0.6221072964
742	0.6220659732
743	0.622010733
744	0.6219656779
745	0.6219104377
746	0.6218586962
747	0.6218116973
748	0.6217646207
749	0.6216954636
750	0.6216357918
751	0.6215789189
752	0.6215411721
753	0.6215108114
754	0.6214468634
755	0.621389524
756	0.6213309795
757	0.6212755839
758	0.6212195662
759	0.6211659976
760	0.6211139062
761	0.6210703283
762	0.621045099
763	0.6209944071
764	0.6209174751
765	0.6208634012
766	0.620827948
767	0.6207844478
768	0.6207357773
769	0.6206668146
770	0.6206319056
771	0.620578648
772	0.6205047094
773	0.6204555724
774	0.6204002934
775	0.6203602141
776	0.6202991428
777	0.6202395488
778	0.6201890124
779	0.6201429854
780	0.6200910106
781	0.6200482879
782	0.6200012502
783	0.6199453103
784	0.6198805459
785	0.6198200189
786	0.6197730978
787	0.6197121042
788	0.6196588855
789	0.6196071829
790	0.6195444011
791	0.6194730282
792	0.6194311607
793	0.6193880882
794	0.6193426443
795	0.6193045476
796	0.6192615528
797	0.6192101223
798	0.6191553875
799	0.6190927223
800	0.6190315733
801	0.6189724846
802	0.6189179441
803	0.6188780981
804	0.6188391462
805	0.6187935857
806	0.6187421552
807	0.6186745919
808	0.6186228504
809	0.6185706424
810	0.6185347227
811	0.6184766058
812	0.6184266526
813	0.6183745612
814	0.6183160167
815	0.6182657524
816	0.6182080243
817	0.6181848942
818	0.6181397613
819	0.6180947839
820	0.6180417207
821	0.6179935167
822	0.6179458959
823	0.6179195781
824	0.6178545027
825	0.6177911379
826	0.6177393575
827	0.6176822125
828	0.6176373128
829	0.6175736759
830	0.6175338298
831	0.6174814664
832	0.6174307356
833	0.6174018521
834	0.6173592849
835	0.617300546
836	0.6172372589
837	0.6171974907
838	0.6171505696
839	0.6170962624
840	0.6170332862
841	0.6169744696
842	0.6169277818
843	0.6168616957
844	0.6168058335
845	0.6167451899
846	0.6167016897
847	0.6166397632
848	0.6166053984
849	0.6165556395
850	0.6164869877
851	0.6163980437
852	0.6163487901
853	0.6162999642
854	0.61625246
855	0.6161963257
856	0.6161479662
857	0.616100462
858	0.6160470489
859	0.6159981841
860	0.6159631585
861	0.6159093955
862	0.6158751863
863	0.6158201405
864	0.6157834433
865	0.6157479123
866	0.6156833035
867	0.6156470339
868	0.6156037281
869	0.6155526474
870	0.6154924314
871	0.6154383574
872	0.6153831172
873	0.6153176143
874	0.6152665725
875	0.6152056567
876	0.6151491726
877	0.6151118145
878	0.615060695
879	0.6150234924
880	0.6149687965
881	0.6149306998
882	0.6148814463
883	0.6148484421
884	0.61479534
885	0.6147404886
886	0.6146897967
887	0.6146466075
888	0.6145648552
889	0.6145135413
890	0.6144362206
891	0.6143825354
892	0.6143364695
893	0.6142956128
894	0.6142476809
895	0.6141964837
896	0.6141335853
897	0.6140839041
898	0.6140269535
899	0.6139707414
900	0.6139181058
901	0.613863682
902	0.6138131067
903	0.6137602379
904	0.6137186814
905	0.6136706718
906	0.6136118941
907	0.6135636902
908	0.6135132704
909	0.6134528211
910	0.613399097
911	0.6133487938
912	0.6132963137
913	0.6132346982
914	0.6131899152
915	0.6131475812
916	0.6130838665
917	0.6130374507
918	0.6129873031
919	0.612928331
920	0.6128906619
921	0.6128391148
922	0.6127950315
923	0.6127520367
924	0.6127118408
925	0.6126750659
926	0.6126276005
927	0.612581729
928	0.6125424661
929	0.6124873814
930	0.6124301976
931	0.612389302
932	0.6123391543
933	0.6122898619
934	0.6122606285
935	0.612212891
936	0.6121655812
937	0.6121300113
938	0.6120845675
939	0.6120322428
940	0.611979996
941	0.611944465
942	0.6118886806
943	0.6118605746
944	0.611801447
945	0.6117477618
946	0.6116998688
947	0.6116486716
948	0.6116089422
949	0.6115632262
950	0.611515411
951	0.6114544563
952	0.611383511
953	0.6113359679
954	0.6112829046
955	0.6112332623
956	0.6111924445
957	0.6111445904
958	0.6110976693
959	0.6110465109
960	0.6109871112
961	0.6109403067
962	0.6108894593
963	0.6108455315
964	0.6107857042
965	0.610741893
966	0.6106833874
967	0.6106518216
968	0.61060043
969	0.6105333332
970	0.6104775099
971	0.6104387912
972	0.6103894599
973	0.6103489531
974	0.6102921191
975	0.6102366068
976	0.6101667499
977	0.6101199843
978	0.610052732
979	0.6100020012
980	0.6099499487
981	0.609903844
982	0.6098560288
983	0.6097934025
984	0.6097551115
985	0.6097125832
986	0.6096732425
987	0.6096164862
988	0.6095656777
989	0.6095139751
990	0.6094706304
991	0.6094080042
992	0.609359567
993	0.6093105467
994	0.6092726444
995	0.6092255677
996	0.6091798129
997	0.6091260888
998	0.6090635014
999	0.6089943832
1000	0.6089444299
1001	0.6089081214
1002	0.6088429294
1003	0.6087931705
1004	0.6087479988
1005	0.6087082305
1006	0.6086539622
1007	0.6086211913
1008	0.6085772635
1009	0.6085262606
1010	0.6084709427
1011	0.6084200175
1012	0.6083791608
1013	0.6083328617
1014	0.6082637045
1015	0.6082066762
1016	0.6081609213
1017	0.6080974009
1018	0.6080366017
1019	0.6080032477
1020	0.6079633628
1021	0.607899687
1022	0.607847479
1023	0.60779185
1024	0.607744618
1025	0.6076753053
1026	0.6076122515
1027	0.6075499751
1028	0.6075117229
1029	0.6074725766
1030	0.6074253445
1031	0.6073691325
1032	0.6073253213
1033	0.6072717527
1034	0.607230274
1035	0.607166948
1036	0.6071225926
1037	0.6070650589
1038	0.6070217142
1039	0.606972033
1040	0.6069222741
1041	0.6068628355
1042	0.6068033969
1043	0.606752705
1044	0.6067030627
1045	0.6066549365
1046	0.6066123693
1047	0.6065784322
1048	0.6065378864
1049	0.6064872723
1050	0.6064372801
1051	0.6063760533
1052	0.6062961669
1053	0.6062510729
1054	0.6062114213
1055	0.6061601074
1056	0.6061204558
1057	0.606085158
1058	0.60604193
1059	0.605987856
1060	0.6059282231
1061	0.6058783087
1062	0.6058379184
1063	0.6057972949
1064	0.6057561272
1065	0.6057022865
1066	0.6056578533
1067	0.605628309
1068	0.6055833316
1069	0.6055435633
1070	0.6055050779
1071	0.6054524423
1072	0.6054154341
1073	0.6053664915
1074	0.605322486
1075	0.6052718718
1076	0.6052198582
1077	0.6051688942
1078	0.6051211179
1079	0.6050526216
1080	0.6050042622
1081	0.6049420246
1082	0.6048911384
1083	0.6048411073
1084	0.6048058874
1085	0.6047498697
1086	0.6046884485
1087	0.6046346856
1088	0.6045902913
1089	0.6045400659
1090	0.604492134
1091	0.6044383322
1092	0.604383714
1093	0.60433275
1094	0.6042863343
1095	0.6042392577
1096	0.6041903929
1097	0.6041441326
1098	0.6040947236
1099	0.604050096
1100	0.6040014256
1101	0.6039530273
1102	0.6039150083
1103	0.6038626449
1104	0.6038170455
1105	0.6037868014
1106	0.603745517
1107	0.6037095584
1108	0.6036706843
1109	0.6036130728
1110	0.6035707
1111	0.6035355188
1112	0.6035029812
1113	0.6034629019
1114	0.6033995371
1115	0.6033657554
1116	0.6033236158
1117	0.6032652657
1118	0.6032188111
1119	0.6031937762
1120	0.6031481379
1121	0.603087883
1122	0.603050797
1123	0.6029841278
1124	0.6029450204
1125	0.6029153206
1126	0.602868555
1127	0.6028282425
1128	0.6027921284
1129	0.6027407756
1130	0.6026894229
1131	0.6026293623
1132	0.6025916932
1133	0.6025479987
1134	0.6025007666
1135	0.6024498803
1136	0.6023970115
1137	0.6023563102
1138	0.6023243946
1139	0.6022631678
1140	0.6022230108
1141	0.6021732907
1142	0.6021365158
1143	0.602079293
1144	0.6020362982
1145	0.6019950527
1146	0.6019516692
1147	0.6019048258
1148	0.6018544449
1149	0.6018048804
1150	0.6017662394
1151	0.6017223117
1152	0.6016560312
1153	0.6016080605
1154	0.6015466782
1155	0.6014914769
1156	0.6014478212
1157	0.6014155946
1158	0.6013696842
1159	0.6013215191
1160	0.6012733929
1161	0.6012203297
1162	0.601182544
1163	0.6011418039
1164	0.6011113266
1165	0.6010717138
1166	0.6010091653
1167	0.6009527978
1168	0.6009016782
1169	0.6008571285
1170	0.6008021604
1171	0.6007533733
1172	0.6006967726
1173	0.6006593368
1174	0.6006063902
1175	0.6005526272
1176	0.600506678
1177	0.6004783387
1178	0.600422632
1179	0.6003743115
1180	0.6003261075
1181	0.6002899545
1182	0.6002324985
1183	0.6001995333
1184	0.6001494634
1185	0.6001128439
1186	0.6000668558
1187	0.6000127818
1188	0.5999663272
1189	0.5999178123
1190	0.5998650989
1191	0.599825525
1192	0.5997872729
1193	0.599723908
1194	0.5996734105
1195	0.5996390068
1196	0.5995985777
1197	0.599545981
1198	0.5995018977
1199	0.5994491066
1200	0.5993904844
1201	0.5993310069
1202	0.5992971864
1203	0.5992581179
1204	0.5992044326
1205	0.5991682019
1206	0.5991265288
1207	0.5990979952
1208	0.5990702779
1209	0.5990004988
1210	0.5989495348
1211	0.5988932839
1212	0.5988467516
1213	0.5988015798
1214	0.5987555917
1215	0.5987281854
1216	0.5986910217
1217	0.5986461609
1218	0.598615256
1219	0.5985781311
1220	0.5985269728
1221	0.5984745704
1222	0.598435152
1223	0.5983880754
1224	0.5983286368
1225	0.5982938444
1226	0.5982239876
1227	0.5981796322
1228	0.5981360154
1229	0.5980913101
1230	0.5980412791
1231	0.5979954464
1232	0.5979412559
1233	0.5978811564
1234	0.597854411
1235	0.5978153036
1236	0.5977581197
1237	0.5977320352
1238	0.5976914894
1239	0.5976254034
1240	0.597592166
1241	0.5975423682
1242	0.5974836682
1243	0.5974436667
1244	0.5973867549
1245	0.5973148766
1246	0.5972771298
1247	0.5972252717
1248	0.5971659886
1249	0.5971045286
1250	0.597054031
1251	0.5970116193
1252	0.5969589837
1253	0.5969111685
1254	0.5968629646
1255	0.5968305046
1256	0.5967834669
1257	0.5967445539
1258	0.59669911
1259	0.5966690603
1260	0.5966155306
1261	0.5965745572
1262	0.5965235154
1263	0.5964872459
1264	0.5964422296
1265	0.5963958138
1266	0.5963569008
1267	0.5963109516
1268	0.596274371
1269	0.5962422609
1270	0.5961856213
1271	0.5961188744
1272	0.5960716034
1273	0.5960347896
1274	0.5959959932
1275	0.5959521042
1276	0.5959007515
1277	0.5958492432
1278	0.5957970352
1279	0.5957360806
1280	0.5956745039
1281	0.5956331029
1282	0.595584899
1283	0.5955503399
1284	0.5954937391
1285	0.5954451464
1286	0.5954096932
1287	0.5953562023
1288	0.5953156955
1289	0.595252214
1290	0.5952071588
1291	0.5951580608
1292	0.5951039868
1293	0.5950524397
1294	0.5950019422
1295	0.594958442
1296	0.5949136589
1297	0.5948553088
1298	0.5948057832
1299	0.5947709908
1300	0.5947191716
1301	0.5946881111
1302	0.594617399
1303	0.5945814015
1304	0.5945323424
1305	0.5944957229
1306	0.5944448755
1307	0.5943906461
1308	0.5943297303
1309	0.594293966
1310	0.5942363934
1311	0.5941767216
1312	0.594136759
1313	0.5940807024
1314	0.5940426446
1315	0.5940059086
1316	0.5939536228
1317	0.5939079068
1318	0.5938600139
1319	0.593790157
1320	0.5937451796
1321	0.5937073939
1322	0.5936618723
1323	0.5936304231
1324	0.5935627821
1325	0.5935113904
1326	0.5934668018
1327	0.5934229129
1328	0.5933787518
1329	0.5933278656
1330	0.5932947059
1331	0.5932451414
1332	0.5932094938
1333	0.5931676263
1334	0.5931308125
1335	0.593071646
1336	0.5930261244
1337	0.5929788145
1338	0.5929268009
1339	0.5928758758
1340	0.5928259225
1341	0.5927878647
1342	0.5927392331
1343	0.5926956163
1344	0.5926464794
1345	0.5926030181
1346	0.5925580018
1347	0.5925078541
1348	0.5924573955
1349	0.5923962853
1350	0.5923412784
1351	0.5922941629
1352	0.5922536172
1353	0.5922096505
1354	0.5921619519
1355	0.5921250603
1356	0.5920854864
1357	0.5920307905
1358	0.591975045
1359	0.5919277351
1360	0.5918897551
1361	0.5918446222
1362	0.5917985952
1363	0.5917502357
1364	0.5917104286
1365	0.591646675
1366	0.5915994818
1367	0.5915610741
1368	0.5915133366
1369	0.5914690201
1370	0.5914179006
1371	0.5913696189
1372	0.5913177219
1373	0.5912671855
1374	0.5912218582
1375	0.5911919251
1376	0.5911295321
1377	0.5911001821
1378	0.5910394996
1379	0.5910110048
1380	0.5909590301
1381	0.5909184454
1382	0.5908666262
1383	0.5908368875
1384	0.5907977801
1385	0.590743434
1386	0.590698651
1387	0.5906535958
1388	0.590617093
1389	0.5905837778
1390	0.5905326972
1391	0.5904962721
1392	0.5904479515
1393	0.5904183294
1394	0.5903701644
1395	0.5903218438
1396	0.5902694414
1397	0.5902273018
1398	0.5901679021
1399	0.5901109126
1400	0.5900600264
1401	0.5900132219
1402	0.5899611694
1403	0.5898997482
1404	0.5898566757
1405	0.5898155079
1406	0.5897717356
1407	0.5897273802
1408	0.5896782822
1409	0.5896364147
1410	0.5895809802
1411	0.5895220858
1412	0.5894710829
1413	0.589421013
1414	0.5893882421
1415	0.5893510784
1416	0.5893102994
1417	0.5892555257
1418	0.5892106261
1419	0.5891530923
1420	0.5891173281
1421	0.5890657032
1422	0.5890333211
1423	0.5889865555
1424	0.5889413837
1425	0.5888843164
1426	0.5888227398
1427	0.5887690157
1428	0.588717624
1429	0.588673463
1430	0.5886399146
1431	0.5885964533
1432	0.5885469276
1433	0.5885030387
1434	0.5884696458
1435	0.5884229968
1436	0.5883776696
1437	0.5883479308
1438	0.5882987939
1439	0.5882582482
1440	0.5882089557
1441	0.5881614904
1442	0.5881295358
1443	0.5880914003
1444	0.5880542755
1445	0.5879988021
1446	0.587957129
1447	0.5879055818
1448	0.5878544623
1449	0.5878039648
1450	0.5877582877
1451	0.5877014148
1452	0.5876747471
1453	0.5876338904
1454	0.5876060953
1455	0.5875573083
1456	0.5874977142
1457	0.5874448065
1458	0.587403872
1459	0.5873656976
1460	0.587313373
1461	0.5872657132
1462	0.5872339142
1463	0.5871908416
1464	0.5871450479
1465	0.5871120048
1466	0.5870562982
1467	0.587016491
1468	0.586972952
1469	0.5869298017
1470	0.5868939208
1471	0.5868497987
1472	0.5868036162
1473	0.5867671911
1474	0.5867203477
1475	0.5866784025
1476	0.5866307817
1477	0.5865951729
1478	0.586554705
1479	0.5865168027
1480	0.5864735357
1481	0.5864159631
1482	0.5863866131
1483	0.5863497993
1484	0.5863042388
1485	0.5862613995
1486	0.5862178215
1487	0.5861691511
1488	0.5861287997
1489	0.5860820341
1490	0.5860465031
1491	0.5859834104
1492	0.5859271206
1493	0.5858842813
1494	0.5858288856
1495	0.5857638103
1496	0.5857116412
1497	0.5856638648
1498	0.585633232
1499	0.5855865053
1500	0.5855339474
1501	0.585482167
1502	0.5854445368
1503	0.5853990152
1504	0.5853629789
1505	0.5853099934
1506	0.5852682426
1507	0.5852238094
1508	0.5851824473
1509	0.5851421348
1510	0.5850922593
1511	0.585042928
1512	0.5849909143
1513	0.5849482305
